STATE,SU_ID,n_obs,econ1_n,econ1_corr,econ1_slope,econ1_r2,econ2_n,econ2_corr,econ2_slope,econ2_r2
NY,0026439148,1,0,,,,0,,,
NY,0026440471,1,0,,,,0,,,
NY,0026457408,1,0,,,,0,,,
NY,0026472858,1,0,,,,0,,,
NY,0026487144,1,0,,,,0,,,
NY,0026490743,1,0,,,,0,,,
NY,0026535295,1,0,,,,0,,,
NY,0026541725,1,0,,,,0,,,
NY,0026563406,1,0,,,,0,,,
NY,0026570841,1,0,,,,0,,,
NY,0026573537,1,0,,,,0,,,
NY,0026580781,1,0,,,,0,,,
NY,0026580883,1,0,,,,0,,,
NY,0026592345,1,0,,,,0,,,
NY,0026618363,1,0,,,,0,,,
NY,0026627308,1,0,,,,0,,,
NY,0026639582,1,0,,,,0,,,
NY,0026651808,1,0,,,,0,,,
NY,0026656163,1,0,,,,0,,,
NY,0026670257,1,0,,,,0,,,
NY,0026670998,1,0,,,,0,,,
NY,0026684368,1,0,,,,0,,,
NY,0026697075,1,0,,,,0,,,
NY,0026697911,1,0,,,,0,,,
NY,0026698817,1,0,,,,0,,,
NY,0026705260,1,0,,,,0,,,
NY,0026706981,1,0,,,,0,,,
NY,0026707470,1,0,,,,0,,,
NY,0026708256,1,0,,,,0,,,
NY,0026717542,1,0,,,,0,,,
NY,0026723500,1,0,,,,0,,,
NY,0026729841,1,0,,,,0,,,
NY,0026735685,1,0,,,,0,,,
NY,0026748599,1,0,,,,0,,,
NY,0026766407,1,0,,,,0,,,
NY,0026824143,1,0,,,,0,,,
NY,0026825718,1,0,,,,0,,,
NY,0026836600,1,0,,,,0,,,
NY,0026837930,1,0,,,,0,,,
NY,0026860754,1,0,,,,0,,,
NY,0026861435,1,0,,,,0,,,
NY,0026890955,1,0,,,,0,,,
NY,0026895476,1,0,,,,0,,,
NY,0026898982,1,0,,,,0,,,
NY,0026913461,1,0,,,,0,,,
NY,0026919013,1,0,,,,0,,,
NY,0026931426,1,0,,,,0,,,
NY,0026935296,1,0,,,,0,,,
NY,0026944990,1,0,,,,0,,,
NY,0026950082,1,0,,,,0,,,
NY,0026953564,1,0,,,,0,,,
NY,0026954155,1,0,,,,0,,,
NY,0026972213,1,0,,,,0,,,
NY,0026982085,1,0,,,,0,,,
NY,0026992787,1,0,,,,0,,,
NY,0026998127,1,0,,,,0,,,
NY,0026998937,1,0,,,,0,,,
NY,0026999588,1,0,,,,0,,,
NY,0027026453,1,0,,,,0,,,
NY,0027027552,1,0,,,,0,,,
NY,0027055533,1,0,,,,0,,,
NY,0027057914,1,0,,,,0,,,
NY,0027061608,1,0,,,,0,,,
NY,0027079301,1,0,,,,0,,,
NY,0027108755,1,0,,,,0,,,
NY,0027127396,1,0,,,,0,,,
NY,0027154962,1,0,,,,0,,,
NY,0027164278,1,0,,,,0,,,
NY,0027173036,1,0,,,,0,,,
NY,0027195956,1,0,,,,0,,,
NY,0027201352,1,0,,,,0,,,
NY,0027202895,1,0,,,,0,,,
NY,0027215633,1,0,,,,0,,,
NY,0027221303,1,0,,,,0,,,
NY,0027251115,1,0,,,,0,,,
NY,0027253476,1,0,,,,0,,,
NY,0027277121,1,0,,,,0,,,
NY,0027283448,1,0,,,,0,,,
NY,0027289473,1,0,,,,0,,,
NY,0027335935,1,0,,,,0,,,
NY,0027348677,1,0,,,,0,,,
NY,0027352713,1,0,,,,0,,,
NY,0027370944,1,0,,,,0,,,
NY,0027385728,1,0,,,,0,,,
NY,0027413947,1,0,,,,0,,,
NY,0027419253,1,0,,,,0,,,
NY,0027429369,1,0,,,,0,,,
NY,0027429516,1,0,,,,0,,,
NY,0027440673,1,0,,,,0,,,
NY,0027448102,1,0,,,,0,,,
NY,0027448953,1,0,,,,0,,,
NY,0027452794,1,0,,,,0,,,
NY,0027465196,1,0,,,,0,,,
NY,0027472753,1,0,,,,0,,,
NY,0027490871,1,0,,,,0,,,
NY,0027506797,1,0,,,,0,,,
NY,0027511455,1,0,,,,0,,,
NY,0027515147,1,0,,,,0,,,
NY,0027525556,1,0,,,,0,,,
NY,0027560923,1,0,,,,0,,,
NY,0027591624,1,0,,,,0,,,
NY,0027594331,1,0,,,,0,,,
NY,0027600202,1,0,,,,0,,,
NY,0027616225,1,0,,,,0,,,
NY,0027636289,1,0,,,,0,,,
NY,0027642314,1,0,,,,0,,,
NY,0027661016,1,0,,,,0,,,
NY,0027674471,1,0,,,,0,,,
NY,0027676863,1,0,,,,0,,,
NY,0027704378,1,0,,,,0,,,
NY,0027724198,1,0,,,,0,,,
NY,0027729258,1,0,,,,0,,,
NY,0027748882,1,0,,,,0,,,
NY,0027756243,1,0,,,,0,,,
NY,0027789090,1,0,,,,0,,,
NY,0027811875,1,0,,,,0,,,
NY,0027827417,1,0,,,,0,,,
NY,0027833347,1,0,,,,0,,,
NY,0027842291,1,0,,,,0,,,
NY,0027874236,1,0,,,,0,,,
NY,0027891535,1,0,,,,0,,,
NY,0027908250,1,0,,,,0,,,
NY,0027922761,1,0,,,,0,,,
NY,0027926424,1,0,,,,0,,,
NY,0027931298,1,0,,,,0,,,
NY,0027938461,1,0,,,,0,,,
NY,0027950675,1,0,,,,0,,,
NY,0027963270,1,0,,,,0,,,
NY,0027965682,1,0,,,,0,,,
NY,0027966249,1,0,,,,0,,,
NY,0027974316,1,0,,,,0,,,
NY,0027985493,1,0,,,,0,,,
NY,0027989598,1,0,,,,0,,,
NY,0028006223,1,0,,,,0,,,
NY,0028016839,1,0,,,,0,,,
NY,0028029181,1,0,,,,0,,,
NY,0028029606,1,0,,,,0,,,
NY,0028030092,1,0,,,,0,,,
NY,0028036442,1,0,,,,0,,,
NY,0028036661,1,0,,,,0,,,
NY,0028049407,1,0,,,,0,,,
NY,0028061704,1,0,,,,0,,,
NY,0028070074,1,0,,,,0,,,
NY,0028075639,1,0,,,,0,,,
NY,0028089055,1,0,,,,0,,,
NY,0028130391,1,0,,,,0,,,
NY,0028146075,1,0,,,,0,,,
NY,0028174951,1,0,,,,0,,,
NY,0028176413,1,0,,,,0,,,
NY,0028181349,1,0,,,,0,,,
NY,0028203548,1,0,,,,0,,,
NY,0028203739,1,0,,,,0,,,
NY,0028211808,1,0,,,,0,,,
NY,0028214564,1,0,,,,0,,,
NY,0028225334,1,0,,,,0,,,
NY,0028225644,1,0,,,,0,,,
NY,0028232491,1,0,,,,0,,,
NY,0028241118,1,0,,,,0,,,
NY,0028244125,1,0,,,,0,,,
NY,0028262947,1,0,,,,0,,,
NY,0028267261,1,0,,,,0,,,
NY,0028267495,1,0,,,,0,,,
NY,0028272239,1,0,,,,0,,,
NY,0028306262,1,0,,,,0,,,
NY,0028309637,1,0,,,,0,,,
NY,0028311555,1,0,,,,0,,,
NY,0028333872,1,0,,,,0,,,
NY,0028335467,1,0,,,,0,,,
NY,0028340268,1,0,,,,0,,,
NY,0028353057,1,0,,,,0,,,
NY,0028361069,1,0,,,,0,,,
NY,0028368795,1,0,,,,0,,,
NY,0028378774,1,0,,,,0,,,
NY,0028383261,1,0,,,,0,,,
NY,0028390431,1,0,,,,0,,,
NY,0028412783,1,0,,,,0,,,
NY,0028418212,1,0,,,,0,,,
NY,0028432782,1,0,,,,0,,,
NY,0028438463,1,0,,,,0,,,
NY,0028442286,1,0,,,,0,,,
NY,0028467394,1,0,,,,0,,,
NY,0028476256,1,0,,,,0,,,
NY,0028479103,1,0,,,,0,,,
NY,0028504727,1,0,,,,0,,,
NY,0028529128,1,0,,,,0,,,
NY,0028556529,1,0,,,,0,,,
NY,0028570861,1,0,,,,0,,,
NY,0028578335,1,0,,,,0,,,
NY,0028595766,1,0,,,,0,,,
NY,0028599698,1,0,,,,0,,,
NY,0028613962,1,0,,,,0,,,
NY,0028627653,1,0,,,,0,,,
NY,0028643210,1,0,,,,0,,,
NY,0028645762,1,0,,,,0,,,
NY,0028698112,1,0,,,,0,,,
NY,0028703465,1,0,,,,0,,,
NY,0028706718,1,0,,,,0,,,
NY,0028724424,1,0,,,,0,,,
NY,0028739293,1,0,,,,0,,,
NY,0028748508,1,0,,,,0,,,
NY,0028759624,1,0,,,,0,,,
NY,0028766687,1,0,,,,0,,,
NY,0028770626,1,0,,,,0,,,
NY,0028773930,1,0,,,,0,,,
NY,0028774571,1,0,,,,0,,,
NY,0028779893,1,0,,,,0,,,
NY,0028787069,1,0,,,,0,,,
NY,0028804677,1,0,,,,0,,,
NY,0028805624,1,0,,,,0,,,
NY,0028810474,1,0,,,,0,,,
NY,0028848792,1,0,,,,0,,,
NY,0028851124,1,0,,,,0,,,
NY,0028866889,1,0,,,,0,,,
NY,0028869273,1,0,,,,0,,,
NY,0028890350,1,0,,,,0,,,
NY,0028893598,1,0,,,,0,,,
NY,0028899326,1,0,,,,0,,,
NY,0028914408,1,0,,,,0,,,
NY,0028920191,1,0,,,,0,,,
NY,0028924502,1,0,,,,0,,,
NY,0028931401,1,0,,,,0,,,
NY,0028935677,1,0,,,,0,,,
NY,0028937930,1,0,,,,0,,,
NY,0028951691,1,0,,,,0,,,
NY,0028955443,1,0,,,,0,,,
NY,0028962450,1,0,,,,0,,,
NY,0028962475,1,0,,,,0,,,
NY,0028964980,1,0,,,,0,,,
NY,0029001619,1,0,,,,0,,,
NY,0029016611,1,0,,,,0,,,
NY,0029018902,1,0,,,,0,,,
NY,0029024423,1,0,,,,0,,,
NY,0029040543,1,0,,,,0,,,
NY,0029054602,1,0,,,,0,,,
NY,0029057929,1,0,,,,0,,,
NY,0029073532,1,0,,,,0,,,
NY,0029082687,1,0,,,,0,,,
NY,0029085580,1,0,,,,0,,,
NY,0029088552,1,0,,,,0,,,
NY,0029098149,1,0,,,,0,,,
NY,0029103980,1,0,,,,0,,,
NY,0029121985,1,0,,,,0,,,
NY,0029126896,1,0,,,,0,,,
NY,0029127875,1,0,,,,0,,,
NY,0029143103,1,0,,,,0,,,
NY,0029150874,1,0,,,,0,,,
NY,0029151083,1,0,,,,0,,,
NY,0029154057,1,0,,,,0,,,
NY,0029160311,1,0,,,,0,,,
NY,0029179021,1,0,,,,0,,,
NY,0029183151,1,0,,,,0,,,
NY,0029199500,1,0,,,,0,,,
NY,0029205353,1,0,,,,0,,,
NY,0029214957,1,0,,,,0,,,
NY,0029216575,1,0,,,,0,,,
NY,0029235814,1,0,,,,0,,,
NY,0029253204,1,0,,,,0,,,
NY,0029256321,1,0,,,,0,,,
NY,0029263919,1,0,,,,0,,,
NY,0029268711,1,0,,,,0,,,
NY,0029268873,1,0,,,,0,,,
NY,0029277611,1,0,,,,0,,,
NY,0029278887,1,0,,,,0,,,
NY,0029281560,1,0,,,,0,,,
NY,0029283550,1,0,,,,0,,,
NY,0029292079,1,0,,,,0,,,
NY,0029343097,1,0,,,,0,,,
NY,0029347241,1,0,,,,0,,,
NY,0029350397,1,0,,,,0,,,
NY,0029351263,1,0,,,,0,,,
NY,0029371224,1,0,,,,0,,,
NY,0029386969,1,0,,,,0,,,
NY,0029391018,1,0,,,,0,,,
NY,0029397713,1,0,,,,0,,,
NY,0029406170,1,0,,,,0,,,
NY,0029490544,1,0,,,,0,,,
NY,0029492346,1,0,,,,0,,,
NY,0029503225,1,0,,,,0,,,
NY,0029515875,1,0,,,,0,,,
NY,0029518447,1,0,,,,0,,,
NY,0029527832,1,0,,,,0,,,
NY,0029533606,1,0,,,,0,,,
NY,0029543414,1,0,,,,0,,,
NY,0029545518,1,0,,,,0,,,
NY,0029556728,1,0,,,,0,,,
NY,0029563166,1,0,,,,0,,,
NY,0029564830,1,0,,,,0,,,
NY,0029567944,1,0,,,,0,,,
NY,0029580131,1,0,,,,0,,,
NY,0029583303,1,0,,,,0,,,
NY,0029587124,1,0,,,,0,,,
NY,0029597231,1,0,,,,0,,,
NY,0029602969,1,0,,,,0,,,
NY,0029615576,1,0,,,,0,,,
NY,0029628313,1,0,,,,0,,,
NY,0029645116,1,0,,,,0,,,
NY,0029654551,1,0,,,,0,,,
NY,0029668218,1,0,,,,0,,,
NY,0029693361,1,0,,,,0,,,
NY,0029696325,1,0,,,,0,,,
NY,0029710577,1,0,,,,0,,,
NY,0029716303,1,0,,,,0,,,
NY,0029719444,1,0,,,,0,,,
NY,0029724766,1,0,,,,0,,,
NY,0029737665,1,0,,,,0,,,
NY,0029746228,1,0,,,,0,,,
NY,0029766286,1,0,,,,0,,,
NY,0029787099,1,0,,,,0,,,
NY,0029800219,1,0,,,,0,,,
NY,0029826099,1,0,,,,0,,,
NY,0029827808,1,0,,,,0,,,
NY,0029837807,1,0,,,,0,,,
NY,0029839722,1,0,,,,0,,,
NY,0029842450,1,0,,,,0,,,
NY,0029859398,1,0,,,,0,,,
NY,0029868090,1,0,,,,0,,,
NY,0029869904,1,0,,,,0,,,
NY,0029893108,1,0,,,,0,,,
NY,0029918985,1,0,,,,0,,,
NY,0029919387,1,0,,,,0,,,
NY,0029928104,1,0,,,,0,,,
NY,0029932682,1,0,,,,0,,,
NY,0029950198,1,0,,,,0,,,
NY,0029956590,1,0,,,,0,,,
NY,0029960040,1,0,,,,0,,,
NY,0029960504,1,0,,,,0,,,
NY,0029961371,1,0,,,,0,,,
NY,0029975522,1,0,,,,0,,,
NY,0029983062,1,0,,,,0,,,
NY,0029994508,1,0,,,,0,,,
NY,0029994521,1,0,,,,0,,,
NY,0029995356,1,0,,,,0,,,
NY,0040000093,1,0,,,,0,,,
NY,0040000184,1,0,,,,0,,,
NY,0040000266,1,0,,,,0,,,
NY,0040000298,1,0,,,,0,,,
NY,0040000351,1,0,,,,0,,,
NY,0040000390,1,0,,,,0,,,
NY,0040000408,1,0,,,,0,,,
NY,0040000467,1,0,,,,0,,,
NY,0040000549,1,0,,,,0,,,
NY,0040000579,1,0,,,,0,,,
NY,0040000592,1,0,,,,0,,,
NY,0040000630,1,0,,,,0,,,
NY,0040000681,1,0,,,,0,,,
NY,0040000722,1,0,,,,0,,,
NY,0040000777,1,0,,,,0,,,
NY,0040000828,1,0,,,,0,,,
NY,0040000916,1,0,,,,0,,,
NY,0040000955,1,0,,,,0,,,
NY,0040000959,1,0,,,,0,,,
NY,0040001055,1,0,,,,0,,,
NY,0040001084,1,0,,,,0,,,
NY,0040001131,1,0,,,,0,,,
NY,0040001155,1,0,,,,0,,,
NY,0040001255,1,0,,,,0,,,
NY,0040001271,1,0,,,,0,,,
NY,0040001443,1,0,,,,0,,,
NY,0040001455,1,0,,,,0,,,
NY,0040001571,1,0,,,,0,,,
NY,0040001588,1,0,,,,0,,,
NY,0040001745,1,0,,,,0,,,
NY,0040001785,1,0,,,,0,,,
NY,0040001836,1,0,,,,0,,,
NY,0040001871,1,0,,,,0,,,
NY,0040001876,1,0,,,,0,,,
NY,0040001912,1,0,,,,0,,,
NY,0040001952,1,0,,,,0,,,
NY,0040001974,1,0,,,,0,,,
NY,0040002019,1,0,,,,0,,,
NY,0040002045,1,0,,,,0,,,
NY,0040002060,1,0,,,,0,,,
NY,0040002092,1,0,,,,0,,,
NY,0040002153,1,0,,,,0,,,
NY,0040002154,1,0,,,,0,,,
NY,0040002161,1,0,,,,0,,,
NY,0040002272,1,0,,,,0,,,
NY,0040002280,1,0,,,,0,,,
NY,0040002286,1,0,,,,0,,,
NY,0040002295,1,0,,,,0,,,
NY,0040002308,1,0,,,,0,,,
NY,0040002329,1,0,,,,0,,,
NY,0040002347,1,0,,,,0,,,
NY,0040002448,1,0,,,,0,,,
NY,0040002460,1,0,,,,0,,,
NY,0040002467,1,0,,,,0,,,
NY,0040002484,1,0,,,,0,,,
NY,0040002650,1,0,,,,0,,,
NY,0040002671,1,0,,,,0,,,
NY,0040002734,1,0,,,,0,,,
NY,0040002801,1,0,,,,0,,,
NY,0040002859,1,0,,,,0,,,
NY,0040002930,1,0,,,,0,,,
NY,0040003008,1,0,,,,0,,,
NY,0040003092,1,0,,,,0,,,
NY,0040003140,1,0,,,,0,,,
NY,0040003195,1,0,,,,0,,,
NY,0040003233,1,0,,,,0,,,
NY,0040003253,1,0,,,,0,,,
NY,0040003305,1,0,,,,0,,,
NY,0040003307,1,0,,,,0,,,
NY,0040003324,1,0,,,,0,,,
NY,0040003337,1,0,,,,0,,,
NY,0040003343,1,0,,,,0,,,
NY,0040003525,1,0,,,,0,,,
NY,0040003571,1,0,,,,0,,,
NY,0040003630,1,0,,,,0,,,
NY,0040003632,1,0,,,,0,,,
NY,0040003665,1,0,,,,0,,,
NY,0040003710,1,0,,,,0,,,
NY,0040003712,1,0,,,,0,,,
NY,0040003735,1,0,,,,0,,,
NY,0040003763,1,0,,,,0,,,
NY,0040003777,1,0,,,,0,,,
NY,0040003879,1,0,,,,0,,,
NY,0040003904,1,0,,,,0,,,
NY,0040003917,1,0,,,,0,,,
NY,0040003948,1,0,,,,0,,,
NY,0040003981,1,0,,,,0,,,
NY,0040004073,1,0,,,,0,,,
NY,0040004182,1,0,,,,0,,,
NY,0040004245,1,0,,,,0,,,
NY,0040004328,1,0,,,,0,,,
NY,0040004352,1,0,,,,0,,,
NY,0040004377,1,0,,,,0,,,
NY,0040004404,1,0,,,,0,,,
NY,0040004444,1,0,,,,0,,,
NY,0040004588,1,0,,,,0,,,
NY,0040004652,1,0,,,,0,,,
NY,0040004678,1,0,,,,0,,,
NY,0040004719,1,0,,,,0,,,
NY,0040004729,1,0,,,,0,,,
NY,0040004747,1,0,,,,0,,,
NY,0040004773,1,0,,,,0,,,
NY,0040004776,1,0,,,,0,,,
NY,0040004811,1,0,,,,0,,,
NY,0040004819,1,0,,,,0,,,
NY,0040004826,1,0,,,,0,,,
NY,0040004848,1,0,,,,0,,,
NY,0040004861,1,0,,,,0,,,
NY,0040004897,1,0,,,,0,,,
NY,0040005003,1,0,,,,0,,,
NY,0040005075,1,0,,,,0,,,
NY,0040005084,1,0,,,,0,,,
NY,0040005092,1,0,,,,0,,,
NY,0040005105,1,0,,,,0,,,
NY,0040005183,1,0,,,,0,,,
NY,0040005200,1,0,,,,0,,,
NY,0040005204,1,0,,,,0,,,
NY,0040005320,1,0,,,,0,,,
NY,0040005329,1,0,,,,0,,,
NY,0040005422,1,0,,,,0,,,
NY,0040005465,1,0,,,,0,,,
NY,0040005657,1,0,,,,0,,,
NY,0040005727,1,0,,,,0,,,
NY,0040005752,1,0,,,,0,,,
NY,0040005892,1,0,,,,0,,,
NY,0040005902,1,0,,,,0,,,
NY,0040005943,1,0,,,,0,,,
NY,0040006014,1,0,,,,0,,,
NY,0040006028,1,0,,,,0,,,
NY,0040006031,1,0,,,,0,,,
NY,0040006088,1,0,,,,0,,,
NY,0040006092,1,0,,,,0,,,
NY,0040006093,1,0,,,,0,,,
NY,0040006231,1,0,,,,0,,,
NY,0040006459,1,0,,,,0,,,
NY,0040006560,1,0,,,,0,,,
NY,0040006593,1,0,,,,0,,,
NY,0040006639,1,0,,,,0,,,
NY,0040006724,1,0,,,,0,,,
NY,0040006782,1,0,,,,0,,,
NY,0040006869,1,0,,,,0,,,
NY,0040006919,1,0,,,,0,,,
NY,0040006932,1,0,,,,0,,,
NY,0040006994,1,0,,,,0,,,
NY,0040007029,1,0,,,,0,,,
NY,0040007036,1,0,,,,0,,,
NY,0040007054,1,0,,,,0,,,
NY,0040007102,1,0,,,,0,,,
NY,0040007108,1,0,,,,0,,,
NY,0040007140,1,0,,,,0,,,
NY,0040007158,1,0,,,,0,,,
NY,0040007162,1,0,,,,0,,,
NY,0040007178,1,0,,,,0,,,
NY,0040007191,1,0,,,,0,,,
NY,0040007203,1,0,,,,0,,,
NY,0040007210,1,0,,,,0,,,
NY,0040007218,1,0,,,,0,,,
NY,0040007219,1,0,,,,0,,,
NY,0040007247,1,0,,,,0,,,
NY,0040007248,1,0,,,,0,,,
NY,0040007253,1,0,,,,0,,,
NY,0040007290,1,0,,,,0,,,
NY,0040007293,1,0,,,,0,,,
NY,0040007312,1,0,,,,0,,,
NY,0040007386,1,0,,,,0,,,
NY,0040007410,1,0,,,,0,,,
NY,0040007413,1,0,,,,0,,,
NY,0040007452,1,0,,,,0,,,
NY,0040007457,1,0,,,,0,,,
NY,0040007499,1,0,,,,0,,,
NY,0040007500,1,0,,,,0,,,
NY,0040007524,1,0,,,,0,,,
NY,0040007547,1,0,,,,0,,,
NY,0040007559,1,0,,,,0,,,
NY,0040007573,1,0,,,,0,,,
NY,0040007576,1,0,,,,0,,,
NY,0040007578,1,0,,,,0,,,
NY,0040007596,1,0,,,,0,,,
NY,0040007598,1,0,,,,0,,,
NY,0040007649,1,0,,,,0,,,
NY,0040007653,1,0,,,,0,,,
NY,0040007669,1,0,,,,0,,,
NY,0040007672,1,0,,,,0,,,
NY,0040007721,1,0,,,,0,,,
NY,0040007725,1,0,,,,0,,,
NY,0040007751,1,0,,,,0,,,
NY,0040007761,1,0,,,,0,,,
NY,0040007782,1,0,,,,0,,,
NY,0040007796,1,0,,,,0,,,
NY,0040007823,1,0,,,,0,,,
NY,0040007831,1,0,,,,0,,,
NY,0040007835,2,2,,0.0,,0,,,
NY,0040007874,1,0,,,,0,,,
NY,0040007887,1,0,,,,0,,,
NY,0040007888,1,0,,,,0,,,
NY,0040007902,1,0,,,,0,,,
NY,0040007903,1,0,,,,0,,,
NY,0040007911,1,0,,,,0,,,
NY,0040007917,1,0,,,,0,,,
NY,0040007932,1,0,,,,0,,,
NY,0040007937,2,2,,0.024984384759525267,,2,,0.9743910056214853,0.0
NY,0040007939,1,0,,,,0,,,
NY,0040007953,1,0,,,,0,,,
NY,0040007956,1,0,,,,0,,,
NY,0040007958,1,0,,,,0,,,
NY,0040007968,1,0,,,,0,,,
NY,0040007969,1,0,,,,0,,,
NY,0040007978,1,0,,,,0,,,
NY,0040007986,1,0,,,,0,,,
NY,0040008000,1,0,,,,0,,,
NY,0040008002,1,0,,,,0,,,
NY,0040008007,1,0,,,,0,,,
NY,0040008033,1,0,,,,0,,,
NY,0040008034,1,0,,,,0,,,
NY,0040008038,1,0,,,,0,,,
NY,0040008053,1,0,,,,0,,,
NY,0040008062,1,0,,,,0,,,
NY,0040008064,1,0,,,,0,,,
NY,0040008095,1,0,,,,0,,,
NY,0040008103,1,0,,,,0,,,
NY,0040008120,1,0,,,,0,,,
NY,0040008129,1,0,,,,0,,,
NY,0040008130,1,0,,,,0,,,
NY,0040008178,1,0,,,,0,,,
NY,0040008200,1,0,,,,0,,,
NY,0040008202,1,0,,,,0,,,
NY,0040008203,1,0,,,,0,,,
NY,0040008223,1,0,,,,0,,,
NY,0040008237,1,0,,,,0,,,
NY,0040008333,1,0,,,,0,,,
NY,0040008344,1,0,,,,0,,,
NY,0040008365,1,0,,,,0,,,
NY,0040008400,1,0,,,,0,,,
NY,0040008411,1,0,,,,0,,,
NY,0040008426,1,0,,,,0,,,
NY,0040008443,1,0,,,,0,,,
NY,0040008444,1,0,,,,0,,,
NY,0040008458,1,0,,,,0,,,
NY,0040008466,1,0,,,,0,,,
NY,0040008478,1,0,,,,0,,,
NY,0040008484,1,0,,,,0,,,
NY,0040008530,1,0,,,,0,,,
NY,0040008540,1,0,,,,0,,,
NY,0040008549,1,0,,,,0,,,
NY,0040008596,1,0,,,,0,,,
NY,0040008648,1,0,,,,0,,,
NY,0040008659,1,0,,,,0,,,
NY,0040008690,1,0,,,,0,,,
NY,0040008698,1,0,,,,0,,,
NY,0040008867,1,0,,,,0,,,
NY,0040008874,1,0,,,,0,,,
NY,0040008982,1,0,,,,0,,,
NY,0040009050,1,0,,,,0,,,
NY,0040009147,1,0,,,,0,,,
NY,0040009325,1,0,,,,0,,,
NY,0040009344,1,0,,,,0,,,
NY,0040009499,1,0,,,,0,,,
NY,0040009553,1,0,,,,0,,,
NY,0040009895,1,0,,,,0,,,
NY,0040009984,1,0,,,,0,,,
NY,0040010079,1,0,,,,0,,,
NY,0040010082,1,0,,,,0,,,
NY,0040010245,1,0,,,,0,,,
NY,0040010255,1,0,,,,0,,,
NY,0040010269,1,0,,,,0,,,
NY,0040010296,1,0,,,,0,,,
NY,0040010320,1,0,,,,0,,,
NY,0040010323,1,0,,,,0,,,
NY,0040010340,1,0,,,,0,,,
NY,0040010377,1,0,,,,0,,,
NY,0040010396,1,0,,,,0,,,
NY,0040010414,1,0,,,,0,,,
NY,0040010471,1,0,,,,0,,,
NY,0040010489,1,0,,,,0,,,
NY,0040010499,1,0,,,,0,,,
NY,0040010501,1,0,,,,0,,,
NY,0040010510,1,0,,,,0,,,
NY,0040010530,1,0,,,,0,,,
NY,0040010658,1,0,,,,0,,,
NY,0040010661,1,0,,,,0,,,
NY,0040010665,1,0,,,,0,,,
NY,0040010750,1,0,,,,0,,,
NY,0040010795,1,0,,,,0,,,
NY,0040010796,1,0,,,,0,,,
NY,0040010810,1,0,,,,0,,,
NY,0040010874,1,0,,,,0,,,
NY,0040010974,1,0,,,,0,,,
NY,0040010998,1,0,,,,0,,,
NY,0040011005,1,0,,,,0,,,
NY,0040011030,1,0,,,,0,,,
NY,0040011102,1,0,,,,0,,,
NY,0040011131,1,0,,,,0,,,
TX,0020019877,1,0,,,,0,,,
TX,0020020613,1,0,,,,0,,,
TX,0020027581,1,0,,,,0,,,
TX,0020028150,1,0,,,,0,,,
TX,0020047734,1,0,,,,0,,,
TX,0020075569,1,0,,,,0,,,
TX,0020077076,1,0,,,,0,,,
TX,0020080870,1,0,,,,0,,,
TX,0020081072,1,0,,,,0,,,
TX,0020089536,1,0,,,,0,,,
TX,0020101549,1,0,,,,0,,,
TX,0020111164,1,0,,,,0,,,
TX,0020129761,1,0,,,,0,,,
TX,0020132081,1,0,,,,0,,,
TX,0020137429,1,0,,,,0,,,
TX,0020139309,1,0,,,,0,,,
TX,0020173325,1,0,,,,0,,,
TX,0020188382,1,0,,,,0,,,
TX,0020205550,1,0,,,,0,,,
TX,0020214855,1,0,,,,0,,,
TX,0020227833,1,0,,,,0,,,
TX,0020233938,1,0,,,,0,,,
TX,0020236677,1,0,,,,0,,,
TX,0020250030,1,0,,,,0,,,
TX,0020258778,1,0,,,,0,,,
TX,0020266786,1,0,,,,0,,,
TX,0020268767,1,0,,,,0,,,
TX,0020271495,1,0,,,,0,,,
TX,0020279154,1,0,,,,0,,,
TX,0020281069,1,0,,,,0,,,
TX,0020312396,1,0,,,,0,,,
TX,0020320273,1,0,,,,0,,,
TX,0020324658,1,0,,,,0,,,
TX,0020327679,1,0,,,,0,,,
TX,0020330599,1,0,,,,0,,,
TX,0020341350,1,0,,,,0,,,
TX,0020342053,1,0,,,,0,,,
TX,0020355918,1,0,,,,0,,,
TX,0020359812,1,0,,,,0,,,
TX,0020371463,1,0,,,,0,,,
TX,0020372422,1,0,,,,0,,,
TX,0020373205,1,0,,,,0,,,
TX,0020390261,1,0,,,,0,,,
TX,0020419600,1,0,,,,0,,,
TX,0020424056,1,0,,,,0,,,
TX,0020427036,1,0,,,,0,,,
TX,0020449860,1,0,,,,0,,,
TX,0020493900,1,0,,,,0,,,
TX,0020495338,1,0,,,,0,,,
TX,0020504901,1,0,,,,0,,,
TX,0020510681,1,0,,,,0,,,
TX,0020513987,1,0,,,,0,,,
TX,0020533912,1,0,,,,0,,,
TX,0020563952,1,0,,,,0,,,
TX,0020567539,1,0,,,,0,,,
TX,0020586203,1,0,,,,0,,,
TX,0020608455,1,0,,,,0,,,
TX,0020609890,1,0,,,,0,,,
TX,0020651641,1,0,,,,0,,,
TX,0020662185,1,0,,,,0,,,
TX,0020676062,1,0,,,,0,,,
TX,0020687588,1,0,,,,0,,,
TX,0020692190,1,0,,,,0,,,
TX,0020718603,1,0,,,,0,,,
TX,0020718986,1,0,,,,0,,,
TX,0020746663,1,0,,,,0,,,
TX,0020750315,1,0,,,,0,,,
TX,0020750356,1,0,,,,0,,,
TX,0020767332,1,0,,,,0,,,
TX,0020781534,1,0,,,,0,,,
TX,0020794297,1,0,,,,0,,,
